1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.65034,3.35166,3.56919,3.39336,2.70651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.35711,6.60137,9.40664,10.2768,9.57344,6.82604,4.5739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.70676,6.82706,12.9989,16.7484,18.127,17.191,13.7307,7.46959,2.86739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.57735,10.3094,17.8186,22.4614,24.2919,23.3329,19.4363,12.1476,6.13992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.56268,3.12902,3.13544,2.57561,1,1,1,1,1,1,1,1,4.14802,12.5921,21.5047,26.9866,29.2463,28.4125,24.5341,17.6847,8.41208,3.10302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.28379,6.25073,8.5161,8.54178,6.30244,4.33558,1,1,1,1,1,1,1,4.63857,14.5543,24.6217,30.7342,33.2946,32.5367,28.603,21.6451,11.9636,3.99091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,2.72111,6.88446,12.4868,15.2719,15.3486,12.668,7.0399,2.75997,1,1,1,1,1,1,7.7074,17.0035,27.6937,34.0341,36.6612,35.8371,31.6962,24.3292,13.7975,4.44936,1,1,1,1,1,1,1,1,1,1,1.95506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,5.63592,11.051,17.5403,20.7361,20.9128,17.9811,11.4916,5.94162,1,1,1,1,1,3.45653,9.82613,21.7662,31.1158,37.0475,39.4794,38.4544,34.0159,26.1782,14.8971,4.72426,1,1,1,1,1,1,1,1,2.68158,4.38148,3.82025,4.35184,2.64369,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,2.87317,7.49267,15.7793,21.8874,25.2193,25.5857,22.852,16.9456,8.27486,3.06871,1,1,1,1,4.38458,13.5384,25.1197,33.956,39.5611,41.7549,40.4856,35.7351,27.471,15.6127,4.90316,1,1,1,1,1,1,1,4.43592,6.72632,9.70565,11.281,9.58713,6.57475,4.30658,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,3.54785,10.1914,18.6863,25.0108,28.6683,29.3586,26.8958,21.1639,12.1539,4.03848,1,1,1,1,4.80194,15.2078,27.2185,36.0277,41.4866,43.4939,41.9986,36.9684,28.3581,16.0829,5.0207,1,1,1,1,1,1,2.75434,7.01737,13.1997,16.8153,18.0111,16.4928,12.7119,6.65159,2.6629,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,3.64667,10.5867,19.7637,26.8012,31.0847,32.285,30.2088,24.6604,15.1771,7.07901,1,1,1,1,5.01864,16.0746,28.5191,37.4503,42.8645,44.7361,43.0471,37.7822,28.9106,16.3609,5.0902,1,1,1,1,1,1,3.71745,10.8698,18.2397,22.3448,23.4553,21.6609,17.1285,9.89447,3.47362,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,3.09795,8.39182,18.9806,27.346,32.5844,34.4881,32.9943,28.0923,19.894,9.13906,3.28476,1,1,1,5.14293,16.5718,29.3336,38.3906,43.7858,45.5399,43.6723,38.2035,29.1417,16.4503,5.11255,1,1,1,1,1,1,6.85563,14.2223,22.5444,26.869,27.8044,25.5673,20.2468,11.7978,3.94944,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,7.20325,16.4212,27.018,33.4193,36.0892,35.1886,30.8206,23.1678,12.6624,4.16558,1,1,1,5.21981,16.8794,29.8537,38.9935,44.3493,45.9666,43.8997,38.2187,29.0032,16.2989,5.07469,1,1,1,1,1,3.30006,9.20025,19.4749,26.8469,30.7824,31.3261,28.5571,22.4937,13.0499,4.26247,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,4.92162,15.6865,26.8859,33.9861,37.2612,36.8508,32.8344,25.2945,14.3429,4.5857,1,1,1,5.27308,17.0925,30.2091,39.3818,44.6527,46.079,43.7425,37.7694,28.3542,15.7424,4.93556,1,1,1,1,1,4.33152,13.3261,23.6304,30.5859,34.0878,34.1608,30.8413,24.121,13.9081,4.47703,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,4.85979,15.4392,26.8535,34.3785,38.1197,38.1196,34.3725,26.8335,15.4149,4.85369,1,1,1,5.32047,17.2821,30.5098,39.6733,44.8028,45.9561,43.2235,36.7639,26.9026,14.3169,4.5792,1,1,1,1,1,7.5497,16.4738,27.1349,33.7787,36.8222,36.3881,32.5265,25.241,14.4617,4.61543,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,4.80429,15.2173,26.7109,34.5556,38.7206,39.1366,35.7034,28.253,16.4835,5.12084,1,1,1,5.38166,17.527,30.8763,40.0012,44.9314,45.7216,42.4337,35.1619,24.1767,10.6233,3.65579,1,1,1,1,3.43127,9.72511,21.4341,30.6569,36.5719,39.0346,38.0432,33.6356,25.8551,14.6978,4.67444,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,4.6798,14.7193,26.218,34.4137,39.0719,40.0044,37.053,29.9927,18.2668,8.09025,1,1,1,5.48756,17.9507,31.4694,40.5266,45.2036,45.5684,41.6308,33.2754,20.0203,8.66077,1,1,1,1,1,4.36658,13.4664,24.881,33.4869,38.8177,40.7016,39.1146,34.1181,25.846,14.4745,4.61861,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,4.3606,13.4426,25.0293,33.8109,39.1507,40.758,38.5136,32.3997,22.5919,10.0947,3.52362,1,1,5.70184,18.8079,32.527,41.4364,45.7922,45.722,41.2494,32.2916,18.6306,5.65753,1,1,1,1,1,4.81488,15.2596,27.1367,35.5925,40.5109,41.8398,39.5958,33.8766,24.9365,13.3542,4.33853,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,3.50553,10.0222,22.647,32.652,38.9644,41.3662,39.8465,34.5028,25.6081,13.7875,4.44679,1,1,9.04246,20.7565,34.3987,42.9053,46.8126,46.2838,41.358,32.0147,18.2124,5.55294,1,1,1,1,1,5.10883,16.4354,28.8141,37.236,41.7941,42.5514,39.5527,32.8566,22.6694,10.0059,3.50146,1,1,1,1,1,1,1,1,1,1,1,
1,1,2.32747,2.72774,2.44303,1,1,1,1,1,1,1,1,1,8.22693,18.8861,31.1883,38.6922,41.8999,41.0071,36.1603,27.5526,15.4484,4.86198,1,3.85357,11.4149,25.8228,37.4118,44.981,48.2773,47.2501,41.8909,32.2015,18.2068,5.5515,1,1,1,1,1,5.41704,17.6682,30.4488,38.7441,42.879,43.0196,39.2077,31.328,18.8789,8.22116,1,1,1,1,1,1,1,1,1,1,1,1,
1,3.73539,5.30988,6.91096,5.77214,4.74098,2.43718,1,1,1,1,1,1,1,5.42756,17.7109,30.5263,38.721,42.5393,42.1271,37.5833,28.9971,16.4555,5.1137,1,4.95959,15.8395,29.7141,40.4533,47.3398,50.0763,48.5588,42.7624,32.7001,18.4167,5.60389,1,1,1,1,1,8.7513,19.7892,32.5694,40.4134,43.959,43.4412,38.9314,30.3696,17.5184,5.37958,1,1,1,1,1,1,1,1,1,1,1,1,
