1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.64112,1.80347,1.77084,1.63669,1.77593,1.81647,1.66367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.64303,2.24213,2.56448,3.21387,3.08335,2.54676,3.10372,3.26591,2.65473,2.5268,2.61462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,2.39878,2.57218,2.40406,3.04405,3.20767,2.57275,2.93044,2.60224,3.30529,3.35312,3.4529,6.46007,6.86124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1.80116,2.72177,3.02308,3.88484,4.28759,3.7985,1.80192,1.64319,1,1.65056,7.89923,10.3151,16.3117,18.3933,16.9904,14.8905,9.17017,6.73103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,2.59584,3.20469,3.86419,4.20784,5.94466,6.86268,8.15198,10.2756,9.77604,11.149,18.8599,24.3003,33.9196,39.4208,46.1445,45.5846,38.5852,32.6923,22.9322,16.7854,7.60417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1.53171,2.41262,3.17876,4.9548,4.04448,4.2692,4.82519,9.35827,21.7521,28.9606,35.1167,40.611,47.1658,59.3159,67.9969,73.6633,77.2247,76.6609,72.1026,65.2845,55.057,40.2245,26.4264,18.8581,9.53489,6.4416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1.53171,2.12683,2.4718,3.76048,5.39169,3.35904,1.83976,8.56458,23.1284,36.5605,55.0063,66.9354,76.2084,84.7915,93.863,101.156,106.082,108.502,107.801,103.946,97.345,87.8363,75.4537,61.505,45.0233,34.1524,21.7743,13.195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,2.01539,2.03556,2.12684,5.49289,5.49355,3.21315,15.0205,25.4425,42.6242,65.5287,83.6266,97.4781,108.572,118.013,126.28,132.781,137.105,139,138.196,134.627,128.401,119.568,108.317,95.1724,80.4807,65.8458,48.9638,27.016,15.0607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1.5065,2.02601,2.01539,3.68348,8.72093,12.5862,22.4507,30.6605,55.183,75.58,95.3742,112.577,126.874,138.696,148.525,156.583,162.71,166.686,168.328,167.482,164.09,158.182,149.826,139.172,126.472,111.954,95.8447,77.2606,55.1221,29.2381,15.8021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1.52216,2.08865,2.02601,5.5753,18.3071,32.1413,42.5835,63.5046,85.1124,105.22,123.908,140.547,154.868,166.947,176.951,184.97,190.945,194.763,196.305,195.474,192.224,186.559,178.522,168.2,155.707,141.119,124.403,105.178,83.0195,57.8539,29.9823,15.812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,2.19899,2.32865,1.58216,8.09433,28.3874,51.1232,70.7401,91.7327,112.632,132.385,150.615,166.972,181.259,193.438,203.54,211.582,217.528,221.308,222.846,222.076,218.96,213.487,205.674,195.559,183.18,168.543,151.583,132.122,109.995,85.2238,58.0993,29.2774,14.7022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1.61684,2.46743,3.2261,1.80652,17.6612,40.1531,69.2786,93.5953,116.149,137.41,157.209,175.348,191.636,205.941,218.2,228.394,236.504,242.496,246.32,247.92,247.249,244.27,238.966,231.332,221.372,209.086,194.45,177.404,157.85,135.714,111.02,83.962,55.0337,25.5416,7.38541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1.66095,2.64393,4.10881,8.65387,26.5167,58.9965,88.3163,114.309,137.976,159.791,179.85,198.109,214.479,228.879,241.254,251.568,259.789,265.884,269.81,271.524,270.984,268.158,263.019,255.55,245.734,233.549,218.958,201.902,182.31,160.115,135.278,107.767,77.3983,43.1514,19.1145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,3.30229,6.56693,22.1697,43.1105,77.067,106.773,133.467,157.796,180.092,200.477,218.964,235.516,250.084,262.624,273.101,281.479,287.725,291.802,293.671,293.295,290.641,285.68,278.382,268.72,256.658,242.15,225.137,205.549,183.309,158.336,130.525,99.7051,65.695,29.3195,8.32987,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,5.53973,18.1653,35.0319,64.9157,95.4723,124.354,151.127,175.811,198.49,219.213,237.986,254.787,269.585,282.343,293.028,301.609,308.052,312.322,314.385,314.206,311.751,306.986,299.879,290.392,278.483,264.099,247.178,227.646,205.415,180.382,152.41,121.29,86.657,47.6046,20.6471,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,7.7689,27.0857,53.0938,82.1219,111.655,140.172,167.033,192.014,215.053,236.133,255.236,272.341,287.421,300.447,311.389,320.216,326.897,331.402,333.696,333.746,331.519,326.979,320.088,310.805,299.084,284.868,268.091,248.676,226.531,201.546,173.589,142.497,108.112,70.4751,30.9982,8.74955,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,9.27616,33.1175,64.1957,94.9119,124.97,153.794,180.994,206.363,229.809,251.285,270.765,288.223,303.636,316.977,328.22,337.336,344.298,349.076,351.638,351.951,349.983,345.697,339.053,330.009,318.514,304.511,287.933,268.701,246.722,221.888,194.073,163.133,128.918,91.2438,49.5412,21.0787,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,10.3037,37.2297,71.7301,104.461,135.65,165.205,192.977,218.86,242.785,264.714,284.62,302.48,318.272,331.974,343.561,353.01,360.292,365.38,368.246,368.857,367.18,363.18,356.817,348.046,336.819,323.076,306.751,287.767,266.033,241.444,213.879,183.207,149.303,112.121,71.9582,30.7882,8.69704,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,11.0253,40.1177,77.1131,111.663,144.111,174.573,203.061,229.554,254.03,276.467,296.848,315.157,331.374,345.48,357.455,367.275,374.917,380.353,383.558,384.5,383.148,379.467,373.417,364.957,354.036,340.599,324.582,305.909,284.494,260.237,233.018,202.698,169.114,132.084,91.4433,47.2178,12.8044,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,11.5403,42.1792,81.0279,117.086,150.713,182.107,211.364,238.525,263.602,286.595,307.498,326.3,342.986,357.539,369.942,380.174,388.212,394.033,397.611,398.917,397.922,394.592,388.89,380.774,370.199,357.111,341.45,323.147,302.123,278.282,251.511,221.667,188.542,151.784,110.595,62.6717,27.07,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,11.9018,43.6261,83.8248,121.071,155.713,187.979,218.001,245.851,271.564,295.153,316.618,335.955,353.151,368.193,381.064,391.746,400.218,406.459,410.443,412.146,411.539,408.591,403.267,395.529,385.334,372.634,357.374,339.493,318.921,295.575,269.36,240.156,207.803,172.066,132.584,88.9206,41.6295,20.0889,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,12.1346,44.5581,85.6712,123.794,159.264,192.307,223.059,251.601,277.971,302.188,324.254,344.166,361.914,377.485,390.864,402.034,410.975,417.669,422.093,424.223,424.034,421.496,416.579,409.248,399.464,387.184,372.362,354.945,334.874,312.085,286.507,258.063,226.672,192.272,154.888,114.88,73.6357,34.7439,16.3161,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,12.2437,44.9951,86.6081,125.311,161.423,195.144,226.589,255.82,282.868,307.744,330.449,350.976,369.317,385.457,399.383,411.078,420.525,427.705,432.6,435.186,435.442,433.341,428.856,421.956,412.608,400.775,386.418,369.493,349.956,327.759,302.857,275.212,244.804,211.67,175.977,138.19,99.3601,61.3714,26.5336,7.6334,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,12.2138,44.8759,86.5584,125.562,162.16,196.486,228.601,258.53,286.282,311.854,335.238,356.425,375.401,392.152,406.664,418.921,428.908,436.607,442.002,445.072,445.798,444.157,440.126,433.678,424.785,413.417,399.542,383.126,364.136,342.542,318.316,291.446,261.942,229.861,195.347,158.684,120.341,80.9035,40.7838,11.1959,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,11.9979,44.0123,85.2921,124.364,161.358,196.271,229.073,259.735,288.232,314.546,338.658,360.55,380.207,397.612,412.751,425.608,436.168,444.417,450.339,453.918,455.137,453.976,450.417,444.436,436.012,425.119,411.734,395.831,377.388,356.385,332.811,306.665,277.963,246.747,213.08,177.024,138.535,97.1913,51.725,13.9312,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,11.4807,41.9427,82.337,121.392,158.828,194.402,227.964,259.425,288.732,315.846,340.74,363.39,383.776,401.88,417.687,431.181,442.349,451.178,457.655,461.765,463.496,462.833,459.758,454.255,446.307,435.894,422.998,407.602,389.691,369.257,346.296,320.814,292.83,262.368,229.439,193.988,155.724,113.691,64.9594,29.1849,6.70231,1,1,1,1,1,1,1,
1,1,1,1,1,1,10.3655,37.4799,76.8217,116.184,154.351,190.782,225.238,257.598,287.794,315.779,341.518,364.983,386.151,405.002,421.519,435.688,447.497,456.935,463.991,468.654,470.915,470.761,468.181,463.163,455.692,445.756,433.341,418.437,401.037,381.137,358.742,333.866,306.531,276.763,244.584,209.976,172.845,132.998,90.4703,47.805,22.8204,6.7051,1,1,1,1,1,1,
1,1,1,1,1,1,7.79838,27.2065,67.3803,108.312,147.797,185.373,220.889,254.264,285.441,314.375,341.03,365.373,387.379,407.026,424.297,439.18,451.662,461.735,469.393,474.627,477.431,477.798,475.72,471.187,464.191,454.724,442.776,428.343,411.422,392.016,370.135,345.8,319.042,289.903,258.44,224.723,188.865,151.121,112.205,73.9792,39.4964,16.8117,1,1,1,1,1,1,
1,1,1,1,1,1,1,21.1111,53.2652,98.0202,139.335,178.255,214.961,249.456,281.707,311.674,339.318,364.607,387.51,408.005,426.075,441.708,454.895,465.63,473.91,479.73,483.089,483.984,482.409,478.36,471.833,462.822,451.323,437.334,420.856,401.897,380.471,356.602,330.333,301.721,270.854,237.866,202.976,166.572,129.359,92.4798,57.2149,23.7618,6.94044,1,1,1,1,1,
