0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0190396,0.0361795,0.0475819,0.0372309,0.0193021,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0179142,0.018468,0.01,0.01,0.01,0.01,0.0242915,0.0572124,0.0770281,0.0614236,0.0379538,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
0.01,0.01,0.01,0.01,0.01,0.01,0.0179142,0.0316656,0.0338823,0.0290075,0.01,0.01,0.01,0.0425924,0.0758131,0.102137,0.0916261,0.0504934,0.0226108,0.01,0.01,0.01,0.01,0.0158207,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
0.01,0.01,0.01,0.01,0.01,0.01,0.0329787,0.052812,0.0639008,0.0421769,0.0205395,0.01,0.0236598,0.0547064,0.104202,0.124503,0.112815,0.070533,0.0276121,0.01,0.01,0.01,0.0253552,0.0232878,0.0250018,0.01,0.01,0.01,0.01,0.01,0.01,
0.01,0.01,0.01,0.01,0.01,0.019781,0.0391413,0.0757608,0.0868352,0.0648755,0.0385711,0.01,0.0286905,0.0748676,0.122299,0.139479,0.125146,0.0791304,0.0297556,0.01,0.01,0.0195345,0.0381512,0.0531695,0.0367362,0.0191811,0.01,0.01,0.01,0.01,0.01,
0.01,0.01,0.01,0.01,0.01,0.0202116,0.0408676,0.0844064,0.102998,0.0906369,0.0494884,0.0223623,0.0306808,0.0828566,0.131337,0.146785,0.129856,0.0812416,0.0302796,0.01,0.01,0.0368426,0.059483,0.0745691,0.0538173,0.0234484,0.01,0.01,0.01,0.01,0.01,
0.01,0.01,0.01,0.01,0.01,0.01,0.0397481,0.0782221,0.11042,0.105465,0.0674609,0.026848,0.0313888,0.0857081,0.134256,0.147422,0.12706,0.0764288,0.0290767,0.01,0.0219791,0.0479469,0.0853184,0.0919376,0.0640498,0.026003,0.01,0.01,0.01,0.01,0.01,
0.01,0.01,0.01,0.01,0.01,0.01,0.0295601,0.0783413,0.115435,0.113767,0.0751475,0.0287613,0.0315287,0.0862909,0.133513,0.142654,0.115392,0.057867,0.0244428,0.01,0.0266315,0.0665792,0.102112,0.10403,0.0705803,0.0276319,0.01,0.01,0.01,0.01,0.01,
0.01,0.01,0.01,0.01,0.01,0.01,0.0299872,0.0800877,0.11982,0.119638,0.0797412,0.0298986,0.0315963,0.086594,0.131937,0.135436,0.0948474,0.0480994,0.01,0.01,0.0290936,0.0764507,0.112834,0.111801,0.0744326,0.0285913,0.01,0.01,0.01,0.01,0.01,
0.0180792,0.0211029,0.0194605,0.01,0.01,0.01,0.0306294,0.0827098,0.124978,0.126097,0.0847372,0.0311289,0.0321657,0.0889381,0.13347,0.133592,0.0893844,0.032283,0.01,0.01,0.0458056,0.0866679,0.1214,0.116318,0.0755939,0.0288785,0.01,0.01,0.01,0.01,0.01,
